word,stem,morphemes
különbözőképp,különbözőképp,ADV
különbözőképpen,különbözőképpen,ADV
különösen,különösen,ADV
különösképp,különösképp,ADV
különösképpen,különösképpen,ADV
le,le,ADV
largo,largo,ADV
lassacskán,lassacskán,ADV
lassan-lassan,lassan-lassan,ADV
lassanként,lassanként,ADV
le-föl,le-föl,ADV
lefele,lefele,ADV
lefelé,lefelé,ADV
legaljára,legaljára,ADV
legaljáról,legaljáról,ADV
legalul,legalul,ADV
legalulra,legalulra,ADV
legalulról,legalulról,ADV
legalább,legalább,ADV
legbalrább,legbalrább,ADV
legbeljebb,legbeljebb,ADV
legbelül,legbelül,ADV
legbelülre,legbelülre,ADV
legbelülről,legbelülről,ADV
legbentebb,legbentebb,ADV
legelejére,legelejére,ADV
legelejéről,legelejéről,ADV
legelébb,legelébb,ADV
legelőbb,legelőbb,ADV
legelőrébb,legelőrébb,ADV
legelőször,legelőször,ADV
legelöl,legelöl,ADV
legelölre,legelölre,ADV
legelölről,legelölről,ADV
legelül,legelül,ADV
legfeljebb,legfeljebb,ADV
legfelül,legfelül,ADV
legfelülre,legfelülre,ADV
legfelülről,legfelülről,ADV
legfentebb,legfentebb,ADV
legfőképp,legfőképp,ADV
legfőképpen,legfőképpen,ADV
legföljebb,legföljebb,ADV
legfölül,legfölül,ADV
legfölülre,legfölülre,ADV
legfölülről,legfölülről,ADV
legföntebb,legföntebb,ADV
leggyakrabban,leggyakrabban,ADV
leghamarabb,leghamarabb,ADV
leghamarább,leghamarább,ADV
leghátrább,leghátrább,ADV
leghátul,leghátul,ADV
leghátuljára,leghátuljára,ADV
leghátulra,leghátulra,ADV
leghátulról,leghátulról,ADV
leginkább,leginkább,ADV
legjobban,legjobban,ADV
legkevésbé,legkevésbé,ADV
legkevéssé,legkevéssé,ADV
legkivált,legkivált,ADV
legkorábban,legkorábban,ADV
legkésőbb,legkésőbb,ADV
legkésőbben,legkésőbben,ADV
legkésőbbre,legkésőbbre,ADV
legkívül,legkívül,ADV
legkívülre,legkívülre,ADV
legkönnyedébben,legkönnyedébben,ADV
legközelebb,legközelebb,ADV
legközelebbre,legközelebbre,ADV
legközelebbről,legközelebbről,ADV
legközvetlenebbül,legközvetlenebbül,ADV
legközépen,legközépen,ADV
leglejjebb,leglejjebb,ADV
leglentebb,leglentebb,ADV
legmaradéktalanabbul,legmaradéktalanabbul,ADV
legmesszebb,legmesszebb,ADV
legmesszebbre,legmesszebbre,ADV
legmesszebbről,legmesszebbről,ADV
legmeztelenebbül,legmeztelenebbül,ADV
legnagyobbrészt,legnagyobbrészt,ADV
legott,legott,ADV
legritkábban,legritkábban,ADV
legrégebben,legrégebben,ADV
legszívesebben,legszívesebben,ADV
legtetejére,legtetejére,ADV
legtetejéről,legtetejéről,ADV
legtovább,legtovább,ADV
legtávolabb,legtávolabb,ADV
legtávolabbra,legtávolabbra,ADV
legtávolabbról,legtávolabbról,ADV
legtöbbet,legtöbbet,ADV
legutoljára,legutoljára,ADV
legutolszor,legutolszor,ADV
legutolsósorban,legutolsósorban,ADV
legutóbb,legutóbb,ADV
legvégig,legvégig,ADV
legvégén,legvégén,ADV
legvégül,legvégül,ADV
legújabban,legújabban,ADV
lehető,lehető,ADV
lehetőleg,lehetőleg,ADV
lehetővé,lehetővé,ADV
lejjebb,lejjebb,ADV
lejövet,lejövet,ADV
lemenet,lemenet,ADV
lenn,lenn,ADV
lent,lent,ADV
lentebb,lentebb,ADV
lentebbre,lentebbre,ADV
lentebbről,lentebbről,ADV
lentre,lentre,ADV
lentről,lentről,ADV
loppal,loppal,ADV
lopva,lopva,ADV
lábbusszal,lábbusszal,ADV
láthatólag,láthatólag,ADV
látszólag,látszólag,ADV
lélegzet-visszafojtva,lélegzet-visszafojtva,ADV
lélekszakadva,lélekszakadva,ADV
lényegileg,lényegileg,ADV
lépten-nyomon,lépten-nyomon,ADV
lóhalálában,lóhalálában,ADV
ma,ma,ADV
maga,maga,ADV
milyen,milyen,ADV
mikor,mikor,ADV
most,most,ADV
ma,ma,ADV
maga,maga,ADV
magamaga,magamaga,ADV
magyarmiskásan,magyarmiskásan,ADV
magyarázólag,magyarázólag,ADV
magában,magában,ADV
magánkívül,magánkívül,ADV
maholnap,maholnap,ADV
mainapság,mainapság,ADV
majd,majd,ADV
majdan,majdan,ADV
majdhogy,majdhogy,ADV
majdhogynem,majdhogynem,ADV
majdnem,majdnem,ADV
majdnemhogy,majdnemhogy,ADV
manapság,manapság,ADV
maradéktalan,maradéktalan,ADV
maradéktalanabbul,maradéktalanabbul,ADV
maradéktalanul,maradéktalanul,ADV
marha,marha,ADV
marhára,marhára,ADV
maximum,maximum,ADV
meddig,meddig,ADV
menet,menet,ADV
meddig,meddig,ADV
megint,megint,ADV
megközelítőleg,megközelítőleg,ADV
megközelítőleg,megközelítőleg,ADV
meglehetősen,meglehetősen,ADV
megnyugtatólag,megnyugtatólag,ADV
megyeszerte,megyeszerte,ADV
menet,menet,ADV
menet-jövet,menet-jövet,ADV
mennyien,mennyien,ADV
mennyire,mennyire,ADV
menten,menten,ADV
mentől,mentől,ADV
menőfélben,menőfélben,ADV
merevül,merevül,ADV
merre,merre,ADV
merrefele,merrefele,ADV
merrefelé,merrefelé,ADV
merről,merről,ADV
merőben,merőben,ADV
messze,messze,ADV
messzebb,messzebb,ADV
messzebbre,messzebbre,ADV
messzebbről,messzebbről,ADV
messzi,messzi,ADV
messzire,messzire,ADV
messziről,messziről,ADV
messzünnen,messzünnen,ADV
mettől,mettől,ADV
meztelen,meztelen,ADV
meztelenebbül,meztelenebbül,ADV
meztelenül,meztelenül,ADV
mezzoforte,mezzoforte,ADV
mezítláb,mezítláb,ADV
mikor,mikor,ADV
mielőbb,mielőbb,ADV
mihamarabb,mihamarabb,ADV
mihamarább,mihamarább,ADV
mikor,mikor,ADV
mikoron,mikoron,ADV
mikorra,mikorra,ADV
mikorról,mikorról,ADV
mikortól,mikortól,ADV
miként,miként,ADV
miközben,miközben,ADV
mily,mily,ADV
milyen,milyen,ADV
mind,mind,ADV
mindig,mindig,ADV
minap,minap,ADV
minapában,minapában,ADV
mind,mind,ADV
mind-mind,mind-mind,ADV
mindaddig,mindaddig,ADV
mindannyian,mindannyian,ADV
mindeddig,mindeddig,ADV
mindegyre,mindegyre,ADV
mindeközben,mindeközben,ADV
mindenekelőtt,mindenekelőtt,ADV
mindenekfölött,mindenekfölött,ADV
mindenesetre,mindenesetre,ADV
mindenestül,mindenestül,ADV
mindenfele,mindenfele,ADV
mindenfelé,mindenfelé,ADV
mindenfelől,mindenfelől,ADV
mindenha,mindenha,ADV
mindenhogy,mindenhogy,ADV
mindenhogyan,mindenhogyan,ADV
mindenhol,mindenhol,ADV
mindenhonnan,mindenhonnan,ADV
mindenhonnét,mindenhonnét,ADV
mindenhova,mindenhova,ADV
mindenhová,mindenhová,ADV
mindenkor,mindenkor,ADV
mindenkoron,mindenkoron,ADV
mindenképpen,mindenképpen,ADV
mindennap,mindennap,ADV
mindenáron,mindenáron,ADV
mindenünnen,mindenünnen,ADV
mindenünnét,mindenünnét,ADV
mindenütt,mindenütt,ADV
mindenüvé,mindenüvé,ADV
mindhalálig,mindhalálig,ADV
mindhiába,mindhiába,ADV
mindhárman,mindhárman,ADV
mindig,mindig,ADV
mindinkább,mindinkább,ADV
mindjobban,mindjobban,ADV
mindjárt,mindjárt,ADV
mindketten,mindketten,ADV
mindkétfelől,mindkétfelől,ADV
mindmáig,mindmáig,ADV
mindnyájan,mindnyájan,ADV
minduntalan,minduntalan,ADV
minduntalanul,minduntalanul,ADV
mindvégig,mindvégig,ADV
mindég,mindég,ADV
mindétig,mindétig,ADV
mindörökké,mindörökké,ADV
mindörökre,mindörökre,ADV
mindöröktől,mindöröktől,ADV
mindössze,mindössze,ADV
minek,minek,ADV
minimum,minimum,ADV
mint,mint,ADV
mintegy,mintegy,ADV
minél,minél,ADV
mié,mié,ADV
mié,mié,ADV
miér,miér,ADV
miért,miért,ADV
mióta,mióta,ADV
moderato,moderato,ADV
momentán,momentán,ADV
most,most,ADV
mostan,mostan,ADV
mostanra,mostanra,ADV
mostanság,mostanság,ADV
mostantól,mostantól,ADV
mostanában,mostanában,ADV
mostanáig,mostanáig,ADV
mozdulatlan,mozdulatlan,ADV
mozdulatlanul,mozdulatlanul,ADV
multkor,multkor,ADV
multkorában,multkorában,ADV
mutyiban,mutyiban,ADV
már,már,ADV
máig,máig,ADV
máma,máma,ADV
már,már,ADV
már-már,már-már,ADV
mára,mára,ADV
máris,máris,ADV
másfele,másfele,ADV
másfelé,másfelé,ADV
másfelől,másfelől,ADV
másforma,másforma,ADV
máshogy,máshogy,ADV
máshogyan,máshogyan,ADV
máshol,máshol,ADV
máshonnan,máshonnan,ADV
máshonnét,máshonnét,ADV
máshova,máshova,ADV
máshová,máshová,ADV
máskor,máskor,ADV
máskoron,máskoron,ADV
máskorra,máskorra,ADV
máskortól,máskortól,ADV
másként,másként,ADV
másnap,másnap,ADV
másnapra,másnapra,ADV
másnéven,másnéven,ADV
másodjára,másodjára,ADV
másodkézből,másodkézből,ADV
másodmagával,másodmagával,ADV
másodnap,másodnap,ADV
másodízben,másodízben,ADV
másodíziglen,másodíziglen,ADV
másszor,másszor,ADV
másunnan,másunnan,ADV
másutt,másutt,ADV
mé,mé,ADV
még,még,ADV
méginkább,méginkább,ADV
mégis,mégis,ADV
mégiscsak,mégiscsak,ADV
mégoly,mégoly,ADV
mégse,mégse,ADV
mégsem,mégsem,ADV
mégúgy,mégúgy,ADV
méltán,méltán,ADV
mérhetetlenül,mérhetetlenül,ADV
mért,mért,ADV
mértéktelenebbül,mértéktelenebbül,ADV
mértéktelenül,mértéktelenül,ADV
módfelett,módfelett,ADV
módon,módon,ADV
múltkor,múltkor,ADV
múltkoriban,múltkoriban,ADV
múltkorában,múltkorában,ADV
múlófélben,múlófélben,ADV
műszakilag,műszakilag,ADV
nagyon,nagyon,ADV
ne,ne,ADV
nem,nem,ADV
nagyban,nagyban,ADV
nagyjában,nagyjában,ADV
nagyjában-egészében,nagyjában-egészében,ADV
nagyjából,nagyjából,ADV
nagyjából-egészéből,nagyjából-egészéből,ADV
nagymértékben,nagymértékben,ADV
nagyobbrészt,nagyobbrészt,ADV
nagyobbára,nagyobbára,ADV
nagyon,nagyon,ADV
nagyon-nagyon,nagyon-nagyon,ADV
nagyrészt,nagyrészt,ADV
nagysokára,nagysokára,ADV
nap,nap,ADV
napestig,napestig,ADV
naphosszat,naphosszat,ADV
napjában,napjában,ADV
napközben,napközben,ADV
naponta,naponta,ADV
nappal,nappal,ADV
napság,napság,ADV
ne,ne,ADV
negatíve,negatíve,ADV
negyedíziglen,negyedíziglen,ADV
nem,nem,ADV
nemcsak,nemcsak,ADV
nemegyszer,nemegyszer,ADV
nemhiába,nemhiába,ADV
nemigen,nemigen,ADV
nemkülönben,nemkülönben,ADV
nemritkán,nemritkán,ADV
nemrég,nemrég,ADV
nemrégen,nemrégen,ADV
nemrégiben,nemrégiben,ADV
nemsoká,nemsoká,ADV
nemsokára,nemsokára,ADV
nesztelen,nesztelen,ADV
nesztelenül,nesztelenül,ADV
netalán,netalán,ADV
netalántán,netalántán,ADV
nettó,nettó,ADV
netán,netán,ADV
nevettében,nevettében,ADV
nevezetesen,nevezetesen,ADV
nyakra-főre,nyakra-főre,ADV
nyaranta,nyaranta,ADV
nyilván,nyilván,ADV
nyomasztólag,nyomasztólag,ADV
nyomban,nyomban,ADV
nyugatnak,nyugatnak,ADV
nyugaton,nyugaton,ADV
nyugatra,nyugatra,ADV
nyugatról,nyugatról,ADV
nyugtatólag,nyugtatólag,ADV
nyugton,nyugton,ADV
nyáron,nyáron,ADV
nyárára,nyárára,ADV
négykézláb,négykézláb,ADV
négykézlábra,négykézlábra,ADV
négyszemközt,négyszemközt,ADV
néha,néha,ADV
néha-néha,néha-néha,ADV
néhanap,néhanap,ADV
néhanapján,néhanapján,ADV
néhol,néhol,ADV
néhányszor,néhányszor,ADV
némelykor,némelykor,ADV
némiképpen,némiképpen,ADV
némileg,némileg,ADV
névleg,névleg,ADV
névlegesen,névlegesen,ADV
olyan,olyan,ADV
oda,oda,ADV
oda-vissza,oda-vissza,ADV
odabe,odabe,ADV
odabenn,odabenn,ADV
odabent,odabent,ADV
odabentre,odabentre,ADV
odabentről,odabentről,ADV
odafel,odafel,ADV
odafelé,odafelé,ADV
odafenn,odafenn,ADV
odafent,odafent,ADV
odafentről,odafentről,ADV
odafönn,odafönn,ADV
odafönt,odafönt,ADV
odaföntre,odaföntre,ADV
odaföntről,odaföntről,ADV
odahaza,odahaza,ADV
odaki,odaki,ADV
odakinn,odakinn,ADV
odakint,odakint,ADV
odakintre,odakintre,ADV
odakintről,odakintről,ADV
odale,odale,ADV
odalenn,odalenn,ADV
odalent,odalent,ADV
odalentre,odalentre,ADV
odalentről,odalentről,ADV
odamenet,odamenet,ADV
odavetőleg,odavetőleg,ADV
odaát,odaát,ADV
odaátra,odaátra,ADV
odaátról,odaátról,ADV
odább,odább,ADV
odáig,odáig,ADV
odébb,odébb,ADV
off-line,off-line,ADV
offline,offline,ADV
okkal-móddal,okkal-móddal,ADV
okvetlen,okvetlen,ADV
okvetlenül,okvetlenül,ADV
olyan,olyan,ADV
oldalt,oldalt,ADV
oldalvást,oldalvást,ADV
oltárian,oltárian,ADV
oly,oly,ADV
olyan,olyan,ADV
olyanformán,olyanformán,ADV
olyankor,olyankor,ADV
olyanképpen,olyanképpen,ADV
olyannyira,olyannyira,ADV
olyantájt,olyantájt,ADV
olyaténképpen,olyaténképpen,ADV
olybá,olybá,ADV
olyformán,olyformán,ADV
olykor,olykor,ADV
olykor-olykor,olykor-olykor,ADV
olyképpen,olyképpen,ADV
on-line,on-line,ADV
on-line,on-line,ADV
online,online,ADV
online,online,ADV
onnan,onnan,ADV
onnantól,onnantól,ADV
onnat,onnat,ADV
onnét,onnét,ADV
orozva,orozva,ADV
országszerte,országszerte,ADV
orvul,orvul,ADV
ott,ott,ADV
ottan,ottan,ADV
ottan-ottan,ottan-ottan,ADV
otthon,otthon,ADV
otthonra,otthonra,ADV
otthonról,otthonról,ADV
pont,pont,ADV
panyókára,panyókára,ADV
paralel,paralel,ADV
parancsolólag,parancsolólag,ADV
parlagon,parlagon,ADV
perfekt,perfekt,ADV
pertu,pertu,ADV
piano,piano,ADV
picit,picit,ADV
pillanatnyilag,pillanatnyilag,ADV
plusz,plusz,ADV
pláne,pláne,ADV
pont,pont,ADV
pontosan,pontosan,ADV
pozitíve,pozitíve,ADV
privátim,privátim,ADV
profimód,profimód,ADV
prompt,prompt,ADV
pusztán,pusztán,ADV
párszor,párszor,ADV
pártolólag,pártolólag,ADV
például,például,ADV
pótlólag,pótlólag,ADV
rangrejtve,rangrejtve,ADV
rapityára,rapityára,ADV
reggel,reggel,ADV
reggelenként,reggelenként,ADV
reggelente,reggelente,ADV
relatíve,relatíve,ADV
remélhetőleg,remélhetőleg,ADV
rendkívül,rendkívül,ADV
rendre,rendre,ADV
rendszerint,rendszerint,ADV
retúr,retúr,ADV
riasztólag,riasztólag,ADV
ripityára,ripityára,ADV
ripsz-ropsz,ripsz-ropsz,ADV
ritka,ritka,ADV
ritkamód,ritkamód,ADV
ritkábban,ritkábban,ADV
ritkán,ritkán,ADV
rohanvást,rohanvást,ADV
roppant,roppant,ADV
roppantmód,roppantmód,ADV
rosszabbkor,rosszabbkor,ADV
rosszallólag,rosszallólag,ADV
rosszkor,rosszkor,ADV
rosszul,rosszul,ADV
rubato,rubato,ADV
rég,rég,ADV
régebben,régebben,ADV
régen,régen,ADV
régente,régente,ADV
réges-rég,réges-rég,ADV
réges-régen,réges-régen,ADV
régestelen-régen,régestelen-régen,ADV
régóta,régóta,ADV
rém,rém,ADV
rémisztő,rémisztő,ADV
részben,részben,ADV
részvétlen,részvétlen,ADV
rézsút,rézsút,ADV
rögtön,rögtön,ADV
rögvest,rögvest,ADV
rövidesen,rövidesen,ADV
sajna,sajna,ADV
sajátképpen,sajátképpen,ADV
se,se,ADV
sebbel-lobbal,sebbel-lobbal,ADV
sebtiben,sebtiben,ADV
sebtében,sebtében,ADV
sebtén,sebtén,ADV
sehogy,sehogy,ADV
sehogyan,sehogyan,ADV
sehol,sehol,ADV
sehonnan,sehonnan,ADV
sehonnét,sehonnét,ADV
sehova,sehova,ADV
sehová,sehová,ADV
sejthetőleg,sejthetőleg,ADV
sem,sem,ADV
semeddig,semeddig,ADV
semennyire,semennyire,ADV
semerre,semerre,ADV
semerről,semerről,ADV
semilyen,semilyen,ADV
semmiféleképpen,semmiféleképpen,ADV
semmikor,semmikor,ADV
semmikorra,semmikorra,ADV
semmiképp,semmiképp,ADV
semmiképpen,semmiképpen,ADV
semmiletteképpen,semmiletteképpen,ADV
semmiért,semmiért,ADV
serkentőleg,serkentőleg,ADV
siettében,siettében,ADV
sikertelen,sikertelen,ADV
sikertelenül,sikertelenül,ADV
soha,soha,ADV
sohanapján,sohanapján,ADV
sohase,sohase,ADV
sohasem,sohasem,ADV
sohse,sohse,ADV
sohsem,sohsem,ADV
sokkal,sokkal,ADV
sokfele,sokfele,ADV
sokfelé,sokfelé,ADV
sokkal,sokkal,ADV
sokkalta,sokkalta,ADV
sokszorta,sokszorta,ADV
soká,soká,ADV
sokáig,sokáig,ADV
sokára,sokára,ADV
sorjában,sorjában,ADV
sorra-rendre,sorra-rendre,ADV
sose,sose,ADV
sosem,sosem,ADV
spontán,spontán,ADV
srég,srég,ADV
srégen,srégen,ADV
stikában,stikában,ADV
sundám-bundám,sundám-bundám,ADV
suttyomban,suttyomban,ADV
sutyiban,sutyiban,ADV
szabadlábon,szabadlábon,ADV
szakadatlan,szakadatlan,ADV
szakadatlanul,szakadatlanul,ADV
szanaszéjjel,szanaszéjjel,ADV
szanaszét,szanaszét,ADV
szedetlen,szedetlen,ADV
szegről-végről,szegről-végről,ADV
szellemileg,szellemileg,ADV
szembe,szembe,ADV
szemben,szemben,ADV
szemernyit,szemernyit,ADV
szemközt,szemközt,ADV
szemlesütve,szemlesütve,ADV
szemlátomást,szemlátomást,ADV
szemmelláthatóan,szemmelláthatóan,ADV
szemmelláthatólag,szemmelláthatólag,ADV
szemre-főre,szemre-főre,ADV
szemrehányólag,szemrehányólag,ADV
szerbe-számba,szerbe-számba,ADV
szerencsére,szerencsére,ADV
szerfölött,szerfölött,ADV
szerte,szerte,ADV
szerteszéjjel,szerteszéjjel,ADV
szerteszét,szerteszét,ADV
szervesen,szervesen,ADV
szimultán,szimultán,ADV
szinte,szinte,ADV
szintén,szintén,ADV
szintígy,szintígy,ADV
szintúgy,szintúgy,ADV
szomjan,szomjan,ADV
szukcesszíve,szukcesszíve,ADV
szájtátva,szájtátva,ADV
számlálatlan,számlálatlan,ADV
számlálatlanul,számlálatlanul,ADV
számottevően,számottevően,ADV
szántszándékkal,szántszándékkal,ADV
százfele,százfele,ADV
százfelé,százfelé,ADV
százszorta,százszorta,ADV
szégyenszemre,szégyenszemre,ADV
szélről,szélről,ADV
széltében,széltében,ADV
széltében-hosszában,széltében-hosszában,ADV
széltére,széltére,ADV
szép,szép,ADV
szépecskén,szépecskén,ADV
szépszerint,szépszerint,ADV
szépszerével,szépszerével,ADV
színleg,színleg,ADV
színültig,színültig,ADV
szívdobogva,szívdobogva,ADV
szívesebben,szívesebben,ADV
szívesen,szívesen,ADV
szívrepesve,szívrepesve,ADV
szívszakadva,szívszakadva,ADV
szívszorongva,szívszorongva,ADV
szőrmentében,szőrmentében,ADV
szőrmentén,szőrmentén,ADV
szőrén-szálán,szőrén-szálán,ADV
szőröstül-bőröstül,szőröstül-bőröstül,ADV
szörnyen,szörnyen,ADV
szörnyűmód,szörnyűmód,ADV
szűkecskén,szűkecskén,ADV
szünetlen,szünetlen,ADV
szüntelen,szüntelen,ADV
szüntelenül,szüntelenül,ADV
szünös-szüntelen,szünös-szüntelen,ADV
sülve-főve,sülve-főve,ADV
talán,talán,ADV
tagadhatatlan,tagadhatatlan,ADV
tagadhatatlanul,tagadhatatlanul,ADV
tagadólag,tagadólag,ADV
talán,talán,ADV
találomra,találomra,ADV
talán,talán,ADV
talántán,talántán,ADV
tapinthatóan,tapinthatóan,ADV
taszítólag,taszítólag,ADV
tavaly,tavaly,ADV
tavalyelőtt,tavalyelőtt,ADV
tavasszal,tavasszal,ADV
taxatíve,taxatíve,ADV
technikailag,technikailag,ADV
tegnap,tegnap,ADV
tegnapelőtt,tegnapelőtt,ADV
tele,tele,ADV
telente,telente,ADV
teli,teli,ADV
teliden-tele,teliden-tele,ADV
telides-tele,telides-tele,ADV
telis-tele,telis-tele,ADV
telisded-tele,telisded-tele,ADV
teljesen,teljesen,ADV
telve,telve,ADV
tengerentúl,tengerentúl,ADV
termékenyítőleg,termékenyítőleg,ADV
természetszerűleg,természetszerűleg,ADV
tessék-lássék,tessék-lássék,ADV
testestül-lelkestül,testestül-lelkestül,ADV
tetejére,tetejére,ADV
tetejéről,tetejéről,ADV
tettleg,tettleg,ADV
tipp-topp,tipp-topp,ADV
tiszta,tiszta,ADV
tisztán,tisztán,ADV
tisztára,tisztára,ADV
titkon,titkon,ADV
torkaszakadtából,torkaszakadtából,ADV
toronyiránt,toronyiránt,ADV
totál,totál,ADV
tova,tova,ADV
tovább,tovább,ADV
továbbra,továbbra,ADV
tranzit,tranzit,ADV
tudvalevőleg,tudvalevőleg,ADV
tuti,tuti,ADV
tutira,tutira,ADV
túl,túl,ADV
támadólag,támadólag,ADV
támogatólag,támogatólag,ADV
tán,tán,ADV
tárva-nyitva,tárva-nyitva,ADV
távol,távol,ADV
távolabb,távolabb,ADV
távolabbra,távolabbra,ADV
távolabbról,távolabbról,ADV
távolra,távolra,ADV
távolról,távolról,ADV
tébláb,tébláb,ADV
tél-túl,tél-túl,ADV
télen,télen,ADV
télen-nyáron,télen-nyáron,ADV
télire,télire,ADV
tényleg,tényleg,ADV
tétlen,tétlen,ADV
tétlenül,tétlenül,ADV
tővel-heggyel,tővel-heggyel,ADV
többet,többet,ADV
többfele,többfele,ADV
többfelé,többfelé,ADV
többnyire,többnyire,ADV
többé,többé,ADV
többé-kevésbé,többé-kevésbé,ADV
többé-kevésbé,többé-kevésbé,ADV
tök,tök,ADV
tökre,tökre,ADV
tökéletesen,tökéletesen,ADV
töredelmesen,töredelmesen,ADV
töretlen,töretlen,ADV
töretlenül,töretlenül,ADV
törik-szakad,törik-szakad,ADV
tövig,tövig,ADV
töviről,töviről,ADV
töviről-hegyire,töviről-hegyire,ADV
túl,túl,ADV
túlfelől,túlfelől,ADV
túlnan,túlnan,ADV
túlnyomóan,túlnyomóan,ADV
túlnyomórészt,túlnyomórészt,ADV
túlontúl,túlontúl,ADV
túlságosan,túlságosan,ADV
tűzzel-vassal,tűzzel-vassal,ADV
tűzön-vizen,tűzön-vizen,ADV
tüled,tüled,ADV
tüskén-bokron,tüskén-bokron,ADV
tüskön-bokron,tüskön-bokron,ADV
tüstént,tüstént,ADV
ugyan,ugyan,ADV
ugyanakkor,ugyanakkor,ADV
ugyanakkorra,ugyanakkorra,ADV
ugyanakkortól,ugyanakkortól,ADV
ugyanannyira,ugyanannyira,ADV
ugyanaznap,ugyanaznap,ADV
ugyancsak,ugyancsak,ADV
ugyanekkor,ugyanekkor,ADV
ugyanekkorra,ugyanekkorra,ADV
ugyanekkortól,ugyanekkortól,ADV
ugyanennyire,ugyanennyire,ADV
ugyanide,ugyanide,ADV
ugyanilyen,ugyanilyen,ADV
ugyaninnen,ugyaninnen,ADV
ugyanitt,ugyanitt,ADV
ugyanoda,ugyanoda,ADV
ugyanolyan,ugyanolyan,ADV
ugyanonnan,ugyanonnan,ADV
ugyanott,ugyanott,ADV
ugyanígy,ugyanígy,ADV
ugyanúgy,ugyanúgy,ADV
ukmukfukk,ukmukfukk,ADV
ungon-berken,ungon-berken,ADV
uniszónó,uniszónó,ADV
unos-untalan,unos-untalan,ADV
untalan,untalan,ADV
untig,untig,ADV
utcaszerte,utcaszerte,ADV
utoljára,utoljára,ADV
utolszor,utolszor,ADV
utolsósorban,utolsósorban,ADV
utóbb,utóbb,ADV
utólag,utólag,ADV
vajmi,vajmi,ADV
vaktában,vaktában,ADV
valaha,valaha,ADV
valahogy,valahogy,ADV
valahogyan,valahogyan,ADV
valahol,valahol,ADV
valahonnan,valahonnan,ADV
valahonnét,valahonnét,ADV
valahova,valahova,ADV
valahová,valahová,ADV
valahára,valahára,ADV
valameddig,valameddig,ADV
valamelyest,valamelyest,ADV
valamennyien,valamennyien,ADV
valamennyire,valamennyire,ADV
valamerre,valamerre,ADV
valamerről,valamerről,ADV
valamettől,valamettől,ADV
valamikor,valamikor,ADV
valamikorra,valamikorra,ADV
valamikortól,valamikortól,ADV
valamily,valamily,ADV
valamilyen,valamilyen,ADV
valamiért,valamiért,ADV
valamiért,valamiért,ADV
valamíg,valamíg,ADV
valóban,valóban,ADV
valójában,valójában,ADV
valószínű,valószínű,ADV
valószínűleg,valószínűleg,ADV
valósággal,valósággal,ADV
vasárnap,vasárnap,ADV
vegyest,vegyest,ADV
veretlen,veretlen,ADV
veretlenül,veretlenül,ADV
veszteg,veszteg,ADV
vetetlen,vetetlen,ADV
világszerte,világszerte,ADV
virágvasárnap,virágvasárnap,ADV
vissza,vissza,ADV
visszafele,visszafele,ADV
visszafelé,visszafelé,ADV
visszajövet,visszajövet,ADV
visszamenet,visszamenet,ADV
visszamenőleg,visszamenőleg,ADV
visszájára,visszájára,ADV
visszára,visszára,ADV
viszonylag,viszonylag,ADV
vizaví,vizaví,ADV
vulgo,vulgo,ADV
véletlen,véletlen,ADV
végén,végén,ADV
vállvetve,vállvetve,ADV
váltig,váltig,ADV
változatlan,változatlan,ADV
változatlanul,változatlanul,ADV
válófélben,válófélben,ADV
váratlan,váratlan,ADV
váratlanul,váratlanul,ADV
várhatólag,várhatólag,ADV
városszerte,városszerte,ADV
védetlen,védetlen,ADV
védtelen,védtelen,ADV
védtelenül,védtelenül,ADV
véges-végig,véges-végig,ADV
véges-végtelen,véges-végtelen,ADV
végestelen-végig,végestelen-végig,ADV
véghetetlen,véghetetlen,ADV
végig,végig,ADV
végképp,végképp,ADV
végképpen,végképpen,ADV
végleg,végleg,ADV
végre,végre,ADV
végre-valahára,végre-valahára,ADV
végtelen,végtelen,ADV
végtelenül,végtelenül,ADV
végén,végén,ADV
végül,végül,ADV
véletlen,véletlen,ADV
véletlenül,véletlenül,ADV
vélhetőleg,vélhetőleg,ADV
völgymenet,völgymenet,ADV
zavarólag,zavarólag,ADV
ziher,ziher,ADV
zömében,zömében,ADV
állati,állati,ADV
állítólag,állítólag,ADV
általában,általában,ADV
általánosságban,általánosságban,ADV
általában,általában,ADV
át,át,ADV
átlag,átlag,ADV
átmenetileg,átmenetileg,ADV
állati,állati,ADV
állatira,állatira,ADV
állitólag,állitólag{orth:substandard},ADV
álltában,álltában,ADV
állítólag,állítólag,ADV
általában,általában,ADV
általánosságban,általánosságban,ADV
átabotában,átabotában,ADV
átaljában,átaljában,ADV
átellenben,átellenben,ADV
átlag,átlag,ADV
átmenetileg,átmenetileg,ADV
ébren,ébren,ADV
égvilágon,égvilágon,ADV
éhen,éhen,ADV
éjjel,éjjel,ADV
éjjel-nappal,éjjel-nappal,ADV
éjszaka,éjszaka,ADV
életfogytig,életfogytig,ADV
életfogytiglan,életfogytiglan,ADV
épkézláb,épkézláb,ADV
épp,épp,ADV
éppen,éppen,ADV
éppúgy,éppúgy,ADV
északnak,északnak,ADV
északon,északon,ADV
északra,északra,ADV
északról,északról,ADV
észrevétlen,észrevétlen,ADV
észrevétlenül,észrevétlenül,ADV
étlen,étlen,ADV
évenként,évenként,ADV
évente,évente,ADV
évente,évente,ADV
